,Player,No. of Championships,mvp_count,WS/48,PPG,fmvp_count,G,MPG,RPG,APG,PER,BPM,VORP,No. of All Star Selections,All_NBA,SPG,BPG,midpoint,scaled_championships,scaled_reg_mvp,scaled_per,scaled_vorp,scaled_bpm,scaled_ws,scaled_all_star,scaled_ppg,scaled_gp,scaled_mpg,scaled_rpg,scaled_apg,scaled_fin_mvp,scaled_anba,scaled_spg,scaled_bpg,GOAT_SCORE
415,Ruben Patterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.09,0.0,0.0,0.0,0.0,1.16,0.0,3000.0,0.0,0.0,0.6123253314224293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4280442804428044,0.0,3.7924738187188396
416,Mark West,0.0,0.0,0.0,0.0,0.0,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6765983860955928,0.0,0.0,0.0,0.0,0.0,0.0,0.36857142857142855,3.773063030947947
417,Brandon Jennings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68,0.0,0.79,0.0,0.0,0.0,1.22,0.0,3000.0,0.0,0.0,0.0,0.0,0.08568329718004337,0.0,0.0,0.0,0.0,0.0,0.0,0.5075960679177837,0.0,0.0,0.45018450184501846,0.0,3.7720455574944745
418,Rik Smits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85,0.0,0.0,1.0,0.0,0.0,1.28,1994.5,0.0,0.0,0.6395557147975637,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3657142857142857,3.765819097367209
419,Andrew Bynum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.57,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.5570809248554913,0.0,0.0,0.06666666666666667,0.0,0.44857142857142857,3.7508260485027596
420,Gary Grant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0,0.0,1.49,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4879356568364611,0.0,0.0,0.5498154981549815,0.0,3.7462816695191083
421,Eric Murdock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,0.0,0.0,0.0,0.0,0.0,1.63,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4343163538873995,0.0,0.0,0.6014760147601476,0.0,3.739210450817645
422,Alton Lister,0.0,0.0,0.0,0.0,0.0,953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5915580384854128,0.0,0.0,0.0,0.0,0.0,0.0,0.44285714285714284,3.7342388046466257
423,Brad Davis,0.0,0.0,0.0,0.0,0.0,961.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5965238981998758,0.0,0.0,0.4378909740840036,0.0,0.0,0.0,0.0,3.7342376889448055
424,Jay Humphries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0,1.46,0.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4924039320822162,0.0,0.0,0.5387453874538746,0.0,3.7224490435252875
425,Phil Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,1.0,1.22,0.0,1982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5719392314566577,0.0,0.06666666666666667,0.45018450184501846,0.0,3.7118666772190507
426,Lindsey Hunter,0.0,0.0,0.0,0.0,0.0,937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5816263190564867,0.0,0.0,0.0,0.0,0.0,0.44280442804428044,0.0,3.6981949970337693
427,Eddie Jordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,1.82,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3395889186773905,0.0,0.0,0.6715867158671587,0.0,3.6503440407058227
428,Lionel Hollins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,1.0,0.0,1.56,0.0,1980.5,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.39946380697050937,0.0,0.0,0.5756457564575646,0.0,3.6185665766069257
429,Mike Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.64,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.5007225433526011,0.0,0.0,0.0,0.0,0.4685714285714285,3.5975722912773263
430,Devin Harris,0.0,0.0,0.0,0.0,0.0,985.0,0.0,0.0,3.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.611421477343265,0.0,0.0,0.3512064343163539,0.0,0.0,0.0,0.0,3.573507813722803
431,Darnell Valentine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,0.0,1.47,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44414655942806075,0.0,0.0,0.5424354243542435,0.0,3.561560961454118
432,Foots Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.0,0.0,0.0,0.0,1.51,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4226988382484361,0.0,0.0,0.5571955719557196,0.0,3.5374188208370017
433,Doug Christie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,20.67,0.0,0.0,1.88,0.0,2000.0,0.0,0.0,0.0,0.15513359351546083,0.12364425162689803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6937269372693726,0.0,3.527468935214892
434,Arvydas Sabonis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.31,0.0,0.0,0.0,18.44,0.0,0.0,0.0,1.05,1999.5,0.0,0.0,0.0,0.13839687781447013,0.0,0.0,0.0,0.0,0.0,0.0,0.5281791907514451,0.0,0.0,0.0,0.0,0.3,3.497643420191822
435,George Carter,0.0,0.0,0.0,18.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.6019256308100929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4932816104005027
436,Darrell Walker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,1.51,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40661304736371756,0.0,0.0,0.5571955719557196,0.0,3.479349115743168
437,Mike Dunleavy,0.0,0.0,0.0,0.0,0.0,986.0,0.0,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612042209807573,0.0,0.0,0.3512064343163539,0.0,0.0,0.0,0.0,3.477327605287376
438,Jamal Crawford,0.0,0.0,0.0,0.0,0.0,1326.0,0.0,0.0,0.0,0.0,0.0,18.36,0.0,0.0,0.0,0.0,2010.0,0.0,0.0,0.0,0.13779645752026418,0.0,0.0,0.0,0.0,0.8230912476722533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.477072403196204
439,Jason Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,1.18,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5227882037533512,0.0,0.0,0.4354243542435424,0.0,3.459147334368786
440,CJ McCollum,0.0,0.0,0.0,18.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122177954847278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.452908366533865
441,John Bagley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0,0.0,1.14,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5352993744414656,0.0,0.0,0.4206642066420664,0.0,3.4510285277115504
442,Manute Bol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,1990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9542857142857142,3.4449714285714284
443,Rick Mahorn,0.0,0.0,0.0,0.0,0.0,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6933581626319056,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428571,3.4313086813868936
444,T.J. Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,0.0,0.0,0.0,0.0,0.0,1.16,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5201072386058981,0.0,0.0,0.4280442804428044,0.0,3.4228269837658165
445,Kelly Tripucka,0.0,0.0,0.0,17.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1986.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.5700531208499336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.411941706856784
446,Kyle Korver,0.0,0.0,0.0,0.0,0.0,1224.0,0.0,0.0,0.0,0.0,0.0,20.6,1.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.15460822575803063,0.0,0.0,0.05263157894736842,0.0,0.7597765363128491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4086265372529367
447,Kermit Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.08,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.6033236994219653,0.0,0.0,0.0,0.0,0.30857142857142855,3.39036246468773
448,Chris Kaman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.27,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.5484104046242775,0.0,0.0,0.0,0.0,0.3628571428571428,3.3880968990395064
449,Jonas Valančiūnas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6372832369942197,0.0,0.0,0.0,0.0,0.3,3.3835924855491335
450,Greg Anthony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,1.33,0.0,0.0,0.0,1.17,0.0,3000.0,0.0,0.0,0.0,0.0,0.1442516268980477,0.0,0.0,0.0,0.0,0.0,0.0,0.353887399463807,0.0,0.0,0.4317343173431734,0.0,3.3654978683890344
451,Lester Conner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,1.58,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34673815907059874,0.0,0.0,0.5830258302583026,0.0,3.3564480014773337
452,Stew Johnson,0.0,0.0,0.0,16.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.5408366533864541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3455818829943382
453,Tobias Harris,0.0,0.0,0.0,15.87,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.09761388286334055,0.0,0.0,0.5268924302788844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3299162568813676
454,Danny Schayes,0.0,0.0,0.0,0.0,0.0,1138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7063935443823712,0.0,0.0,0.0,0.0,0.0,0.0,0.2114285714285714,3.3133378380775027
455,Allen Leavell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,1.33,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42627345844504017,0.0,0.0,0.4907749077490775,0.0,3.3105446019607645
456,Johnny Dawkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,0.0,0.0,0.0,0.0,0.0,1.14,0.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49508489722966936,0.0,0.0,0.4206642066420664,0.0,3.3058542649769658
457,Darnell Hillman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5498554913294799,0.0,0.0,0.0,0.0,0.3657142857142857,3.305206895127993
458,Nick Anderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,24.72,0.0,0.0,1.39,0.0,1996.0,0.0,0.0,0.0,0.1855298709096367,0.2093275488069414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5129151291512914,0.0,3.300750346596004
459,Jalen Rose,0.0,0.0,0.0,0.0,0.0,923.0,0.0,0.0,3.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5729360645561763,0.0,0.0,0.34137622877569257,0.0,0.0,0.0,0.0,3.300667378928047
460,Winston Garland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.74,0.0,0.0,0.0,0.0,0.0,1.32,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42359249329758714,0.0,0.0,0.4870848708487085,0.0,3.2875452845681274
461,Thurl Bailey,0.0,0.0,0.0,0.0,0.0,928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1991.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760397268777157,0.0,0.0,0.0,0.0,0.0,0.0,0.33428571428571424,3.2862748425999815
462,John Williamson,0.0,0.0,0.0,17.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800132802124833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.271274900398406
463,Kurt Thomas,0.0,0.0,0.0,0.0,0.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6890130353817505,0.0,0.0,0.0,0.0,0.0,0.0,0.21714285714285714,3.2712227720138336
464,Jim Chones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1978.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5895953757225434,0.0,0.0,0.0,0.0,0.3142857142857143,3.2630107349298103
465,Charles Williams,0.0,0.0,0.0,16.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.5371845949535192,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,3.2485632208010062
466,LaSalle Thompson,0.0,0.0,0.0,0.0,0.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611421477343265,0.0,0.0,0.0,0.0,0.0,0.0,0.28285714285714286,3.2283458189234726
467,Spud Webb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0,0.0,0.0,0.0,0.0,1.13,0.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47631814119749777,0.0,0.0,0.4169741697416974,0.0,3.2247852424904946
468,Antoine Carr,0.0,0.0,0.0,0.0,0.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6126629422718808,0.0,0.0,0.0,0.0,0.0,0.0,0.2685714285714285,3.181256078744347
469,Joe Smith,0.0,0.0,0.0,0.0,0.0,1030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,2003.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6393544382371198,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.1744695220360026
470,Darren Collison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44682752457551383,0.0,0.0,0.4280442804428044,0.0,3.158287216116129
471,Eric Snow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,1.15,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44861483467381585,0.0,0.0,0.4243542435424354,0.0,3.151418372360667
472,Rafer Alston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,1.21,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42627345844504017,0.0,0.0,0.44649446494464945,0.0,3.1506922034367792
473,Ricky Sobers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,1.32,0.0,1981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38337801608579086,0.0,0.0,0.4870848708487085,0.0,3.1423710218335428
474,Hedo Türkoğlu,0.0,0.0,0.0,0.0,0.0,997.0,0.0,0.0,0.0,0.0,0.91,19.64,0.0,0.0,0.0,0.0,2008.0,0.0,0.0,0.0,0.14740318222755927,0.09869848156182212,0.0,0.0,0.0,0.6188702669149596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.137314769670034
475,Tom Henderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,1.17,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4307417336907954,0.0,0.0,0.4317343173431734,0.0,3.1135385442326275
476,Rich Kelley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.92,3000.0,0.0,0.0,0.0,0.0,0.08893709327548806,0.0,0.0,0.0,0.0,0.0,0.504335260115607,0.0,0.0,0.0,0.0,0.26285714285714284,3.095963707052668
477,Sean Elliott,0.0,0.0,0.0,0.0,0.0,0.0,33.02,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1995.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.8030155642023347,0.0,0.0,0.0,0.0,0.0,0.0,3.095728292033586
478,Armond Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.0,0.0,0.0,1.17,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41912421805183203,0.0,0.0,0.4317343173431734,0.0,3.0715993127759695
479,Campy Russell,0.0,0.0,0.0,15.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.5252324037184595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0607318096036904
480,Kevin Kunnert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5245664739884394,0.0,0.0,0.0,0.0,0.31714285714285717,3.0385706853839802
481,Xavier McDaniel,0.0,0.0,0.0,15.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.5192563081009296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0270266303208215
482,Ira Harge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8381502890173411,0.0,0.0,0.0,0.0,0.0,3.0257225433526016
483,Steven Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5491329479768786,0.0,0.0,0.0,0.0,0.28857142857142853,3.0241127993393886
484,Orlando Woolridge,0.0,0.0,0.0,16.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5315405046480743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.997888446215139
485,Steve Stipanovich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5614161849710982,0.0,0.0,0.0,0.0,0.2685714285714285,2.9962552848885213
486,Andris Biedriņš,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508670520231214,0.0,0.0,0.0,0.0,0.32,2.991500578034682
487,Dave Greenwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1985.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573699421965318,0.0,0.0,0.0,0.0,0.2542857142857143,2.9890263418662264
488,Kenneth Faried,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58742774566474,0.0,0.0,0.0,0.0,0.23428571428571426,2.96638559042114
489,Charlie Ward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,0.0,0.0,0.0,0.0,0.0,1.23,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36014298480786416,0.0,0.0,0.45387453874538747,0.0,2.9386032600272385
490,Alvin Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,1.19,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3646112600536193,0.0,0.0,0.43911439114391143,0.0,2.901449600823086
491,Jim Jackson,0.0,0.0,0.0,0.0,0.0,0.0,32.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7986381322957199,0.0,0.0,0.0,0.0,0.0,0.0,2.883083657587549
492,Kenyon Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.18,1.14,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4354243542435424,0.3257142857142857,2.8461315428793386
493,Juwan Howard,0.0,0.0,0.0,0.0,0.0,1208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.749844816883923,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,2.827360841582541
494,Kyle Macy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,1.15,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35656836461126007,0.0,0.0,0.4243542435424354,0.0,2.819130615434841
495,Wesley Matthews,0.0,0.0,0.0,0.0,0.0,0.0,31.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7767509727626459,0.0,0.0,0.0,0.0,0.0,0.0,2.8040710116731518
496,Dell Curry,0.0,0.0,0.0,0.0,0.0,1083.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1994.5,0.0,0.0,0.0,0.0,0.09544468546637742,0.0,0.0,0.0,0.6722532588454376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.777116260093635
497,Chris Morris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.23,0.72,3000.0,0.0,0.0,0.0,0.0,0.09761388286334055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45387453874538747,0.20571428571428568,2.73935860640788
498,José Calderón,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.96,17.68,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.13269288501951365,0.10412147505422992,0.0,0.0,0.0,0.0,0.0,0.0,0.5138516532618409,0.0,0.0,0.0,0.0,2.724113169745885
